1,0.001
2,0.0007
3,0.0007
4,0.0009
5,0.0008
6,0.001
7,0.0012
8,0.0011
9,0.0013
10,0.0014
11,0.0015
12,0.0016
13,0.0019
14,0.0016
15,0.0019
16,0.0019
17,0.0298
18,0.0016
19,0.0011
20,0.001
21,0.0032
22,0.001
23,0.0009
24,0.0011
25,0.001
26,0.0053
27,0.0039
28,0.0018
29,0.0036
30,0.0013
31,0.0021
32,0.0011
33,0.0014
34,0.0012
35,0.0022
36,0.001
37,0.0017
38,0.0089
39,0.0015
40,0.0046
41,0.0033
42,0.0029
43,0.0037
44,0.0022
45,0.0048
46,0.008
47,0.0012
48,0.0015
49,0.0015
50,0.0014
51,0.0037
52,0.0066
53,0.0065
54,0.0089
55,0.002
56,0.0067
57,0.0027
58,0.002
59,0.0068
60,0.0017
61,0.0045
62,0.0016
63,0.0034
64,0.0041
65,0.0026
66,0.0052
67,0.0013
68,0.0055
69,0.0048
70,0.0036
71,0.0042
72,0.006
73,0.0028
74,0.0013
75,0.0013
76,0.0024
77,0.0068
78,0.005
79,0.0034
80,0.0095
81,0.0047
82,0.0031
83,0.0029
84,0.0013
85,0.0048
86,0.0012
87,0.0024
88,0.0065
89,0.0057
90,0.0169
91,0.0027
92,0.0062
93,0.0032
94,0.0015
95,0.0083
96,0.0041
97,0.005
98,0.0053
99,0.0064
100,0.0067
101,0.0131
102,0.0092
103,0.0053
104,0.0253
105,0.006
106,0.0227
107,0.0101
108,0.0042
109,0.0206
110,0.0056
111,0.007
112,0.0034
113,0.0185
114,0.0032
115,0.0057
116,0.0127
117,0.0084
118,0.0195
119,0.0068
120,0.0018
121,0.0069
122,0.0104
123,0.0134
124,0.0111
125,0.0321
126,0.0059
127,0.0098
128,0.0062
129,0.005
130,0.0067
131,0.0027
132,0.0094
133,0.0066
134,0.0141
135,0.0061
136,0.0012
137,0.0102
138,0.0024
139,0.006
140,0.0049
141,0.0013
142,0.0067
143,0.0097
144,0.0076
145,0.0025
146,0.0015
147,0.0028
148,0.0099
149,0.0133
150,0.0077
151,0.0066
152,0.0024
153,0.0097
154,0.0071
155,0.0056
156,0.0066
157,0.0056
158,0.0046
159,0.007
160,0.0079
161,0.0107
162,0.0039
163,0.0082
164,0.0039
165,0.0104
166,0.008
167,0.0017
168,0.0072
169,0.0065
170,0.0087
171,0.0015
172,0.0094
173,0.0059
174,0.0109
175,0.0111
176,0.0118
177,0.0103
178,0.0101
179,0.0197
180,0.0147
181,0.0139
182,0.0068
183,0.0088
184,0.0054
185,0.0068
186,0.0024
187,0.0034
188,0.0111
189,0.0115
190,0.0098
191,0.0082
192,0.0025
193,0.0133
194,0.0053
195,0.0026
196,0.0088
197,0.0055
198,0.0021
199,0.0262
200,0.0097
201,0.0119
202,0.0056
203,0.0049
204,0.0097
205,0.0078
206,0.0141
207,0.008
208,0.0094
209,0.0098
210,0.0148
211,0.005
212,0.0151
213,0.0095
214,0.0081
215,0.0021
216,0.0109
217,0.0115
218,0.0127
219,0.0239
220,0.0141
221,0.0223
222,0.0455
223,0.0154
224,0.0056
225,0.0041
226,0.005
227,0.0074
228,0.0261
229,0.1657
230,0.0158
231,0.006
232,0.0137
233,0.0081
234,0.0106
235,0.0081
236,0.0054
237,0.0183
238,0.0105
239,0.0121
240,0.0046
241,0.1101
242,0.0173
243,0.0142
244,0.0027
245,0.0153
246,0.008
247,0.0072
248,0.0075
249,0.0046
250,0.0042
251,0.0058
252,0.007
253,0.0092
254,0.0263
255,0.0106
256,0.0075
257,0.0118
258,0.0118
259,0.008
260,0.0051
261,0.0094
262,0.0063
263,0.0084
264,0.0099
265,0.0119
266,0.0043
267,0.002
268,0.0083
269,0.0093
270,0.0084
271,0.0112
272,0.0117
273,0.0153
274,0.0139
275,0.0117
276,0.0018
277,0.0186
278,0.023
279,0.0153
280,0.0368
281,0.0063
282,0.0453
283,0.0293
284,0.0218
285,0.0058
286,0.0168
287,0.0018
288,0.0057
289,0.008
290,0.0047
291,0.0082
292,0.0189
293,0.0115
294,0.0021
295,0.022
296,0.0072
297,0.0072
298,0.0135
299,0.0054
300,0.0107
301,0.0039
302,0.0096
303,0.0059
304,0.0063
305,0.0035
306,0.0142
307,0.0051
308,0.0017
309,0.0144
310,0.0074
311,0.0122
312,0.0104
313,0.0149
314,0.0119
315,0.0223
316,0.0141
317,0.016
318,0.0102
319,0.0182
320,0.0055
321,0.0247
322,0.0204
323,0.0133
324,0.0167
325,0.0055
326,0.0108
327,0.0161
328,0.0145
329,0.0095
330,0.0068
331,0.0079
332,0.0184
333,0.0128
334,0.0025
335,0.019
336,0.008
337,0.0045
338,0.0108
339,0.0071
340,0.0124
341,0.0108
342,0.015
343,0.0095
344,0.0088
345,0.0161
346,0.0047
347,0.0115
348,0.0092
349,0.0138
350,0.0158
351,0.0177
352,0.013
353,0.0226
354,0.0101
355,0.0119
356,0.0137
357,0.0165
358,0.0085
359,0.0165
360,0.0098
361,0.0111
362,0.0145
363,0.0135
364,0.012
365,0.0058
366,0.0091
367,0.0128
368,0.0143
369,0.0147
370,0.0274
371,0.0192
372,0.0189
373,0.0286
374,0.0155
375,0.0124
376,0.0081
377,0.0055
378,0.0217
379,0.0136
380,0.0158
381,0.023
382,0.0212
383,0.0082
384,0.0224
385,0.0123
386,0.0152
387,0.0141
388,0.018
389,0.0087
390,0.0068
391,0.0154
392,0.0174
393,0.009
394,0.0168
395,0.0169
396,0.018
397,0.0113
398,0.0164
399,0.0129
400,0.0129
401,0.012
402,0.0129
403,0.0103
404,0.0084
405,0.0023
406,0.0224
407,0.0121
408,0.0045
409,0.0083
410,0.0204
411,0.0142
412,0.0124
413,0.0161
414,0.0164
415,0.0151
416,0.0103
417,0.0125
418,0.0101
419,0.0122
420,0.0167
421,0.0154
422,0.016
423,0.0162
424,0.0081
425,0.013
426,0.0157
427,0.015
428,0.0131
429,0.0248
430,0.0087
431,0.0212
432,0.0083
433,0.0194
434,0.0136
435,0.0164
436,0.0064
437,0.0388
438,0.008
439,0.0075
440,0.0172
441,0.009
442,0.0199
443,0.0125
444,0.0153
445,0.0201
446,0.0122
447,0.0204
448,0.0234
449,0.0109
450,0.0149
451,0.0209
452,0.0226
453,0.0111
454,0.0142
455,0.0135
456,0.0227
457,0.0121
458,0.0352
459,0.0191
460,0.0129
461,0.0269
462,0.0172
463,0.0159
464,0.0155
465,0.0147
466,0.0135
467,0.0097
468,0.0154
469,0.015
470,0.02
471,0.0154
472,0.0108
473,0.015
474,0.0144
475,0.0114
476,0.0213
477,0.0199
478,0.0289
479,0.0189
480,0.0145
481,0.008
482,0.0218
483,0.0104
484,0.005
485,0.0152
486,0.0124
487,0.0142
488,0.0158
489,0.0183
490,0.0195
491,0.014
492,0.0162
493,0.0164
494,0.0214
495,0.0232
496,0.0164
497,0.029
498,0.0228
499,0.0213
500,0.0198
501,0.0145
502,0.0168
503,0.0079
504,0.0204
505,0.0243
506,0.0098
507,0.023
508,0.0149
509,0.0128
510,0.0085
511,0.0222
512,0.0121
513,0.0119
514,0.015
515,0.0133
516,0.0158
517,0.016
518,0.014
519,0.0199
520,0.0118
521,0.0115
522,0.0063
523,0.0182
524,0.0097
525,0.0134
526,0.0122
527,0.0194
528,0.0094
529,0.0188
530,0.0087
531,0.017
532,0.0116
533,0.0166
534,0.0173
535,0.0281
536,0.009
537,0.0122
538,0.0214
539,0.0212
540,0.0141
541,0.0181
542,0.0192
543,0.0236
544,0.016
545,0.0289
546,0.0082
547,0.0228
548,0.0071
549,0.0115
550,0.0205
551,0.0131
552,0.0222
553,0.0176
554,0.0117
555,0.0113
556,0.0152
557,0.0217
558,0.0152
559,0.0146
560,0.0299
561,0.0319
562,0.0504
563,0.0384
564,0.0113
565,0.0188
566,0.0161
567,0.0161
568,0.0031
569,0.017
570,0.0241
571,0.0142
572,0.0235
573,0.0291
574,0.0272
575,0.0193
576,0.0138
577,0.0221
578,0.0129
579,0.022
580,0.0237
581,0.018
582,0.0186
583,0.0138
584,0.0147
585,0.0262
586,0.0195
587,0.0212
588,0.0175
589,0.025
590,0.0129
591,0.0144
592,0.0169
593,0.0205
594,0.0129
595,0.0169
596,0.0151
597,0.0298
598,0.0128
599,0.0198
600,0.016
601,0.0192
602,0.0123
603,0.017
604,0.0151
605,0.0342
606,0.0248
607,0.0231
608,0.0207
609,0.0179
610,0.0187
611,0.0152
612,0.0085
613,0.0165
614,0.0191
615,0.0165
616,0.0357
617,0.0187
618,0.0127
619,0.017
620,0.0144
621,0.014
622,0.0147
623,0.0178
624,0.0153
625,0.0147
626,0.0162
627,0.0261
628,0.0229
629,0.0249
630,0.0226
631,0.0284
632,0.022
633,0.0155
634,0.0169
635,0.026
636,0.0213
637,0.0144
638,0.0163
639,0.0283
640,0.0195
641,0.0162
642,0.0238
643,0.0204
644,0.0212
645,0.024
646,0.019
647,0.0209
648,0.0128
649,0.0272
650,0.0201
651,0.0192
652,0.0143
653,0.0124
654,0.0227
655,0.0156
656,0.0197
657,0.0162
658,0.0205
659,0.0214
660,0.0182
661,0.0208
662,0.0157
663,0.0197
664,0.0275
665,0.0221
666,0.0257
667,0.0162
668,0.0188
669,0.0222
670,0.02
671,0.0213
672,0.0162
673,0.0646
674,0.0161
675,0.0162
676,0.0101
677,0.0224
678,0.0136
679,0.0184
680,0.0228
681,0.0176
682,0.0318
683,0.0227
684,0.0199
685,0.0228
686,0.0203
687,0.0123
688,0.029
689,0.0284
690,0.0213
691,0.0212
692,0.024
693,0.0255
694,0.0111
695,0.0248
696,0.0135
697,0.0175
698,0.0194
699,0.0199
700,0.0234
701,0.0203
702,0.0203
703,0.025
704,0.0266
705,0.0219
706,0.0167
707,0.0202
708,0.0228
709,0.0338
710,0.0186
711,0.0185
712,0.018
713,0.0265
714,0.0355
715,0.0496
716,0.0119
717,0.0272
718,0.0201
719,0.0204
720,0.0198
721,0.0197
722,0.0161
723,0.0167
724,0.0232
725,0.0164
726,0.0242
727,0.0182
728,0.0276
729,0.0242
730,0.03
731,0.0181
732,0.0176
733,0.0142
734,0.0166
735,0.0233
736,0.0127
737,0.0146
738,0.0147
739,0.0123
740,0.0203
741,0.0207
742,0.0366
743,0.0224
744,0.0238
745,0.0222
746,0.0199
747,0.0207
748,0.021
749,0.0287
750,0.0345
751,0.0526
752,0.0308
753,0.0208
754,0.0254
755,0.0178
756,0.0264
757,0.0782
758,0.0266
759,0.0243
760,0.0154
761,0.0267
762,0.0117
763,0.0152
764,0.0222
765,0.0254
766,0.0153
767,0.0161
768,0.0389
769,0.0234
770,0.015
771,0.0324
772,0.0195
773,0.0318
774,0.0261
775,0.0286
776,0.0292
777,0.0273
778,0.0228
779,0.0209
780,0.0216
781,0.0238
782,0.0079
783,0.021
784,0.023
785,0.0362
786,0.0217
787,0.0367
788,0.0306
789,0.0284
790,0.0229
791,0.0155
792,0.0102
793,0.0167
794,0.0541
795,0.0268
796,0.0193
797,0.0179
798,0.0174
799,0.0264
800,0.0249
801,0.0138
802,0.0262
803,0.0408
804,0.018
805,0.0256
806,0.033
807,0.0141
808,0.0208
809,0.0214
810,0.0198
811,0.0473
812,0.0081
813,0.022
814,0.0605
815,0.0171
816,0.0329
817,0.0294
818,0.0273
819,0.0199
820,0.0315
821,0.0172
822,0.0312
823,0.0322
824,0.0374
825,0.0188
826,0.0115
827,0.0232
828,0.0433
829,0.0138
830,0.0302
831,0.0245
832,0.0202
833,0.0421
834,0.0244
835,0.017
836,0.0333
837,0.0252
838,0.0263
839,0.0214
840,0.018
841,0.0212
842,0.0174
843,0.0263
844,0.0511
845,0.0223
846,0.0172
847,0.0403
848,0.061
849,0.0166
850,0.0349
851,0.0276
852,0.0277
853,0.0284
854,0.0315
855,0.0313
856,0.0207
857,0.0333
858,0.0434
859,0.0292
860,0.0199
861,0.0222
862,0.0434
863,0.0231
864,0.0191
865,0.0484
866,0.0286
867,0.0272
868,0.0183
869,0.0426
870,0.0327
871,0.0168
872,0.0305
873,0.0475
874,0.0194
875,0.0263
876,0.0253
877,0.0428
878,0.0348
879,0.03
880,0.0121
881,0.0263
882,0.0492
883,0.0262
884,0.0306
885,0.0138
886,0.0327
887,0.0364
888,0.0437
889,0.0247
890,0.0313
891,0.0067
892,0.0253
893,0.0347
894,0.0181
895,0.0294
896,0.0207
897,0.0249
898,0.0248
899,0.0299
900,0.0191
901,0.03
902,0.0286
903,0.0139
904,0.0255
905,0.0385
906,0.0195
907,0.0249
908,0.0246
909,0.0264
910,0.0313
911,0.0233
912,0.024
913,0.0264
914,0.0351
915,0.0264
916,0.0277
917,0.018
918,0.0384
919,0.0197
920,0.0148
921,0.0393
922,0.0324
